user_enc,seq_item_ids,seq_item_cats,seq_merchant_ids,seq_service_types,seq_price_bin,seq_time_of_day,seq_weekday,seq_weather_enc,seq_weather_lvl,seq_promo_main_enc,seq_promo_delv_enc,seq_disc_pct,seq_cashback_pct,seq_subtotal,seq_total_spend,seq_is_weekend,seq_is_holiday,segment_enc,kecamatan_enc_merchant,avg_session_duration,total_orders,user_total_spend,user_avg_price,user_median_price,voucher_count,voucher_rate,avg_voucher_pct,total_cashback,recency_days,seq_length,unique_items,unique_merchants,voucher_usage_ratio,target_discount
52,"[nan, nan, 351.0, 609.0, 752.0, 646.0, nan, nan, 783.0]","[nan, nan, 2.0, 3.0, 3.0, 3.0, nan, nan, 2.0]","[320, 204, 13, 43, 34, 81, 320, 320, 139]","[2, 1, 1, 1, 1, 1, 2, 2, 1]","['unknown', 'unknown', 'medium', 'low', 'low', 'medium', 'unknown', 'unknown', 'medium']","['morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening']","[3, 3, 4, 3, 1, 4, 1, 1, 6]","[3, 3, 0, 3, 0, 3, 2, 3, 3]","['hot', 'normal', 'hot', 'hot', 'hot', 'cool', 'cool', 'normal', 'normal']","[46, 30, 51, 51, 31, 51, 51, 51, 51]","[9.0, nan, nan, nan, nan, nan, nan, nan, nan]","[0.1, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0]","[0, 185890, 27495, 19669, 18302, 51039, 0, 0, 41010]","[5000.0, 176570.13, 30213.8, 30251.56, 21926.51, 61636.21, 5000.0, 5000.0, 48071.8]","[0, 0, 0, 0, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 1, 0, 0, 0, 0]",1,0.0,1178.1818181818182,9,383670.01,38156.11111111111,19669.0,1,0.1111111111111111,0.022222222222222223,1830.2,8,9,9,7,0.1111111111111111,0
53,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 72.0, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, nan]","[320, 133, 320, 320, 320, 320, 320, 320, 274, 320, 320, 252, 320, 320, 320, 163, 49]","[2, 1, 0, 2, 2, 2, 2, 2, 1, 0, 2, 1, 2, 2, 2, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown']","['night', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening']","[5, 1, 6, 1, 3, 4, 3, 0, 3, 2, 4, 0, 4, 2, 6, 0, 0]","[3, 1, 0, 0, 3, 0, 3, 1, 2, 0, 3, 3, 3, 0, 3, 1, 3]","['normal', 'hot', 'normal', 'hot', 'hot', 'normal', 'normal', 'hot', 'hot', 'normal', 'normal', 'normal', 'normal', 'normal', 'hot', 'hot', 'normal']","[51, 51, 2, 51, 51, 30, 30, 51, 9, 51, 51, 51, 51, 51, 51, 51, 5]","[47.0, nan, nan, nan, nan, nan, nan, nan, 29.0, nan, nan, nan, nan, 9.0, nan, nan, nan]","[0.0, 0.0, 0.15, 0.0, 0.0, 0.1, 0.2, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 130654, 0, 0, 0, 0, 0, 0, 191072, 0, 0, 71345, 0, 0, 0, 27241, 101514]","[5000.0, 134664.47, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 162411.2, 5000.0, 5000.0, 80359.11, 5000.0, 5000.0, 5000.0, 30637.62, 94711.38]","[1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0]","[0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,13.0,1309.090909090909,17,562783.78,30695.647058823528,0.0,2,0.11764705882352941,0.041176470588235294,0.0,0,17,17,6,0.11764705882352941,2
54,"[664.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 395.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[2.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 3.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[233, 320, 320, 320, 320, 320, 320, 320, 320, 206, 227, 189, 93, 122, 320, 320, 175, 144, 102, 320, 19, 77, 320, 320]","[1, 2, 2, 0, 2, 2, 0, 2, 0, 1, 1, 1, 1, 1, 2, 2, 1, 1, 1, 2, 1, 1, 2, 2]","['medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['night', 'night', 'night', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[1, 1, 0, 4, 0, 2, 5, 0, 5, 0, 0, 6, 5, 6, 6, 6, 0, 4, 5, 3, 3, 0, 5, 3]","[3, 1, 3, 0, 1, 3, 3, 3, 0, 0, 3, 0, 3, 3, 1, 1, 3, 3, 3, 0, 3, 0, 3, 3]","['normal', 'normal', 'hot', 'hot', 'normal', 'cool', 'normal', 'hot', 'hot', 'normal', 'hot', 'normal', 'hot', 'cool', 'normal', 'cool', 'cool', 'normal', 'normal', 'hot', 'hot', 'cool', 'cool', 'cool']","[51, 51, 51, 27, 51, 45, 51, 32, 51, 51, 9, 51, 51, 6, 1, 40, 51, 51, 48, 20, 51, 51, 49, 51]","[nan, nan, nan, 47.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, 17.0, 17.0, 33.0, nan, nan, nan, nan, 2.0, nan, nan, 33.0]","[0.0, 0.0, 0.0, 0.15, 0.0, 0.15, 0.0, 0.2, 0.0, 0.0, 0.1, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.05, 0.0, 0.0, 0.05, 0.15, 0.0, 0.0, 0.0, 0.0]","[47290, 0, 0, 0, 0, 0, 0, 0, 0, 255981, 158891, 72004, 171200, 29600, 0, 0, 96964, 197267, 201708, 0, 93694, 136454, 0, 0]","[53754.61, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 5000.0, 260553.36, 149975.15, 75204.4, 175835.19, 26640.0, 5000.0, 5000.0, 107670.33, 208552.66, 213188.6, 5000.0, 93694.0, 141200.94, 5000.0, 5000.0]","[0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 0, 0, 1, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,6.0,654.5454545454545,24,1571269.24,60877.208333333336,0.0,2,0.08333333333333333,0.035416666666666666,10085.4,0,24,24,12,0.08333333333333333,0
55,"[nan, nan, nan, 30.0, 256.0, 82.0, nan, nan, nan]","[nan, nan, nan, 9.0, 7.0, 6.0, nan, nan, nan]","[276, 320, 320, 161, 200, 167, 320, 294, 320]","[1, 0, 2, 1, 1, 1, 2, 1, 0]","['unknown', 'unknown', 'unknown', 'medium', 'medium', 'medium', 'unknown', 'unknown', 'unknown']","['night', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'evening', 'evening', 'evening']","[3, 3, 0, 1, 3, 5, 1, 0, 4]","[3, 3, 1, 3, 0, 1, 0, 3, 3]","['hot', 'hot', 'normal', 'normal', 'normal', 'hot', 'hot', 'normal', 'normal']","[51, 6, 51, 51, 51, 4, 51, 2, 45]","[nan, nan, nan, 56.0, nan, nan, nan, nan, 17.0]","[0.0, 0.1, 0.0, 0.0, 0.0, 0.1, 0.0, 0.1, 0.15]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[156727, 0, 0, 47102, 46260, 40655, 0, 119773, 0]","[161369.58, 5000.0, 5000.0, 47102.0, 54489.56, 46123.19, 5000.0, 111996.56, 5000.0]","[0, 0, 0, 0, 0, 1, 0, 0, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0]",1,7.0,981.8181818181819,9,441080.89,45613.0,40655.0,2,0.2222222222222222,0.05,0.0,0,9,9,6,0.2222222222222222,3
56,"[nan, nan, nan, nan, 481.0, 664.0, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, 5.0, 2.0, nan, nan, nan, nan, nan, nan]","[158, 320, 320, 320, 68, 233, 46, 320, 320, 320, 169, 172]","[1, 0, 2, 0, 1, 1, 1, 2, 2, 0, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'high', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['night', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening']","[5, 6, 1, 1, 1, 3, 1, 0, 0, 0, 6, 3]","[3, 3, 3, 3, 1, 3, 3, 1, 1, 0, 1, 1]","['normal', 'hot', 'hot', 'normal', 'normal', 'cool', 'normal', 'normal', 'normal', 'hot', 'hot', 'normal']","[51, 46, 21, 51, 51, 51, 51, 51, 51, 51, 51, 51]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 29.0, nan]","[0.0, 0.1, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[222668, 0, 0, 0, 86743, 47290, 56042, 0, 0, 0, 80074, 81264]","[228369.74, 5000.0, 5000.0, 5000.0, 93915.72, 56736.17, 65737.51, 5000.0, 5000.0, 5000.0, 80074.0, 84703.39]","[1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,17.0,916.3636363636364,12,639536.53,47840.083333333336,23645.0,0,0.0,0.025000000000000005,0.0,0,12,12,7,0.0,0
57,"[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[320, 320, 21, 84, 320, 320, 229, 193, 320]","[2, 2, 1, 1, 2, 0, 1, 1, 2]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[5, 6, 0, 4, 5, 6, 6, 3, 6]","[3, 0, 0, 0, 3, 3, 0, 3, 3]","['hot', 'normal', 'normal', 'normal', 'hot', 'hot', 'normal', 'normal', 'hot']","[5, 15, 51, 51, 51, 51, 51, 51, 51]","[nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.2, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 126125, 99357, 0, 0, 203807, 79990, 0]","[5000.0, 5000.0, 131596.75, 107684.3, 5000.0, 5000.0, 207344.93, 86422.25, 5000.0]","[1, 1, 0, 0, 1, 1, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0]",2,8.0,920.0,9,558048.23,56586.555555555555,0.0,0,0.0,0.03333333333333334,0.0,0,9,9,5,0.0,0
58,"[nan, nan, nan, nan, nan, 334.0, nan, 755.0, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, 2.0, nan, 9.0, nan, nan, nan, nan, nan, nan, nan, nan]","[284, 320, 320, 184, 320, 125, 228, 7, 320, 320, 320, 59, 73, 320, 69, 55]","[1, 2, 2, 1, 2, 1, 1, 1, 2, 2, 2, 1, 1, 2, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'high', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['night', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[2, 1, 1, 0, 3, 3, 1, 6, 1, 0, 3, 0, 2, 5, 0, 6]","[1, 0, 0, 3, 3, 3, 3, 3, 1, 3, 2, 3, 0, 3, 0, 3]","['normal', 'hot', 'normal', 'hot', 'normal', 'hot', 'cool', 'normal', 'normal', 'normal', 'normal', 'cool', 'normal', 'hot', 'normal', 'hot']","[6, 17, 23, 51, 5, 51, 12, 51, 51, 51, 51, 51, 31, 51, 51, 51]","[33.0, nan, nan, nan, nan, nan, 9.0, nan, 2.0, 9.0, nan, 9.0, 14.0, nan, nan, nan]","[0.1, 0.1, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0]","[167602, 0, 0, 207369, 0, 94490, 194974, 65051, 0, 0, 0, 176473, 157347, 0, 99762, 127209]","[150841.8, 5000.0, 5000.0, 215460.52, 5000.0, 98795.71, 194974.0, 69747.29, 5000.0, 5000.0, 5000.0, 176473.0, 157347.0, 5000.0, 104079.39, 134597.08]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0]",2,15.0,920.0,16,1337315.79,80642.3125,79770.5,1,0.0625,0.018750000000000003,37113.45,0,16,16,10,0.0625,0
59,"[nan, nan, nan, nan, nan, nan, nan, 258.0, nan, nan, nan, nan, nan, 73.0, nan, nan, nan, nan]","[nan, nan, nan, nan, nan, nan, nan, 1.0, nan, nan, nan, nan, nan, 8.0, nan, nan, nan, nan]","[109, 97, 320, 320, 243, 320, 320, 54, 34, 302, 320, 320, 320, 218, 219, 236, 75, 320]","[1, 1, 2, 0, 1, 2, 2, 1, 1, 1, 2, 2, 2, 1, 1, 1, 1, 0]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening']","[4, 6, 0, 5, 4, 4, 2, 6, 0, 0, 4, 6, 4, 4, 3, 6, 4, 3]","[3, 0, 1, 0, 3, 0, 3, 1, 0, 3, 3, 0, 3, 3, 3, 0, 1, 3]","['hot', 'normal', 'hot', 'normal', 'hot', 'normal', 'cool', 'hot', 'normal', 'normal', 'normal', 'normal', 'hot', 'normal', 'hot', 'normal', 'hot', 'hot']","[22, 51, 51, 20, 51, 45, 51, 51, 51, 41, 51, 43, 51, 51, 37, 51, 51, 9]","[nan, nan, 56.0, nan, 29.0, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, 47.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.2, 0.0, 0.0, 0.1]","[0.05, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[111050, 215819, 0, 0, 114218, 0, 0, 31240, 74534, 59790, 0, 0, 0, 43174, 253873, 205107, 133931, 0]","[119867.07, 227414.34, 5000.0, 5000.0, 114218.0, 5000.0, 5000.0, 40474.57, 84006.39, 65522.76, 5000.0, 5000.0, 5000.0, 54654.47, 229056.25, 215082.39, 142266.2, 5000.0]","[0, 1, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,2.0,916.3636363636364,18,1332562.44,69040.88888888889,37207.0,1,0.05555555555555555,0.027777777777777776,8542.0,1,18,18,11,0.05555555555555555,2
60,"[nan, nan, nan, nan, nan, nan, nan, nan, nan, 343.0, 683.0, nan, nan, nan, nan, 383.0, nan, 265.0]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, 6.0, 2.0, nan, nan, nan, nan, 4.0, nan, 2.0]","[320, 320, 320, 320, 227, 320, 126, 20, 112, 301, 158, 320, 312, 320, 315, 99, 150, 24]","[2, 0, 2, 2, 1, 0, 1, 1, 1, 1, 1, 2, 1, 2, 1, 1, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'low', 'high', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'high']","['morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[4, 0, 5, 5, 4, 1, 5, 4, 0, 4, 3, 2, 6, 3, 3, 3, 1, 5]","[0, 0, 0, 0, 3, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 1, 0, 0]","['normal', 'cool', 'hot', 'hot', 'normal', 'cool', 'normal', 'cool', 'hot', 'normal', 'normal', 'hot', 'hot', 'normal', 'normal', 'hot', 'hot', 'normal']","[51, 51, 51, 35, 48, 51, 51, 37, 51, 44, 51, 51, 51, 51, 46, 51, 51, 51]","[nan, nan, nan, nan, nan, nan, nan, 29.0, nan, nan, nan, nan, nan, 29.0, nan, nan, nan, 17.0]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.15, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 0, 0, 207550, 0, 155609, 83606, 68587, 19048, 117511, 0, 90748, 0, 71885, 25503, 80691, 138223]","[5000.0, 5000.0, 5000.0, 5000.0, 215290.05, 5000.0, 160244.63, 71065.1, 79714.81, 21002.75, 124443.73, 5000.0, 100578.47, 5000.0, 65011.87, 32194.8, 87237.49, 138223.0]","[0, 0, 1, 1, 0, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,21.0,1112.7272727272727,18,1130006.7,58831.166666666664,47045.0,3,0.16666666666666666,0.036111111111111115,10377.5,0,18,18,12,0.16666666666666666,0
61,"[nan, nan, nan, nan, nan, nan, 69.0, nan, nan, nan, nan, nan, nan, nan, 810.0, nan]","[nan, nan, nan, nan, nan, nan, 3.0, nan, nan, nan, nan, nan, nan, nan, 1.0, nan]","[175, 320, 320, 67, 320, 273, 170, 93, 320, 320, 320, 302, 177, 288, 25, 320]","[1, 0, 2, 1, 2, 1, 1, 1, 2, 2, 0, 1, 1, 1, 1, 0]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'high', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown']","['night', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[4, 2, 3, 0, 0, 4, 6, 6, 3, 2, 4, 3, 4, 4, 2, 0]","[0, 3, 1, 0, 3, 3, 3, 3, 3, 3, 0, 3, 3, 0, 3, 3]","['hot', 'cool', 'cool', 'cool', 'normal', 'hot', 'hot', 'normal', 'cool', 'normal', 'normal', 'normal', 'cool', 'normal', 'normal', 'hot']","[51, 51, 33, 51, 51, 51, 30, 51, 51, 51, 51, 51, 28, 51, 51, 51]","[nan, nan, nan, nan, nan, nan, nan, nan, 47.0, nan, nan, nan, 47.0, nan, nan, nan]","[0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[62428, 0, 0, 151515, 0, 121666, 108652, 203454, 0, 0, 0, 175261, 177356, 123255, 44936, 0]","[66379.57, 5000.0, 5000.0, 163012.66, 5000.0, 125438.38, 92254.61, 209359.31, 5000.0, 5000.0, 5000.0, 182740.68, 150752.6, 131951.64, 54580.99, 5000.0]","[0, 0, 0, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,3.0,654.5454545454545,16,1211470.44,73032.6875,53682.0,2,0.125,0.034375,0.0,3,16,16,10,0.125,0
62,"[nan, nan, nan, nan, nan, 828.0, nan, nan, nan, 430.0, nan, nan]","[nan, nan, nan, nan, nan, 1.0, nan, nan, nan, 6.0, nan, nan]","[320, 320, 222, 320, 20, 216, 44, 320, 289, 204, 288, 169]","[2, 0, 1, 2, 1, 1, 1, 0, 1, 1, 1, 1]","['unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown', 'unknown', 'medium', 'unknown', 'unknown']","['night', 'morning', 'morning', 'morning', 'morning', 'morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening']","[0, 3, 0, 2, 4, 1, 1, 1, 4, 0, 6, 4]","[0, 2, 3, 0, 1, 3, 1, 0, 3, 3, 3, 0]","['normal', 'normal', 'hot', 'hot', 'hot', 'hot', 'normal', 'cool', 'normal', 'normal', 'hot', 'normal']","[51, 51, 51, 6, 51, 39, 39, 51, 51, 43, 51, 51]","[nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan, nan]","[0.0, 0.0, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.1, 0.05, 0.0, 0.0, 0.0, 0.0, 0.0]","[0, 0, 101913, 0, 168736, 56279, 144668, 0, 87237, 40147, 63381, 120681]","[5000.0, 5000.0, 104556.73, 5000.0, 175099.02, 67653.5, 149460.63, 5000.0, 96863.69, 41386.06, 72261.15, 128016.31]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",0,0.0,981.8181818181819,12,855297.09,65253.5,59830.0,1,0.08333333333333333,0.025000000000000005,12861.3,6,12,12,9,0.08333333333333333,0
63,"[nan, nan, 135.0, nan, nan, nan, nan, nan, nan, nan, nan]","[nan, nan, 3.0, nan, nan, nan, nan, nan, nan, nan, nan]","[320, 166, 110, 187, 320, 111, 280, 320, 320, 301, 320]","[0, 1, 1, 1, 2, 1, 1, 2, 2, 1, 0]","['unknown', 'unknown', 'low', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['morning', 'morning', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening']","[1, 5, 5, 0, 6, 3, 5, 0, 2, 4, 2]","[0, 0, 3, 3, 1, 2, 1, 1, 3, 3, 3]","['hot', 'hot', 'hot', 'normal', 'hot', 'cool', 'cool', 'normal', 'normal', 'normal', 'normal']","[26, 51, 8, 21, 29, 51, 51, 51, 51, 31, 51]","[nan, nan, nan, 56.0, nan, nan, nan, nan, nan, nan, nan]","[0.15, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]","[0.0, 0.0, 0.05, 0.0, 0.1, 0.0, 0.0, 0.0, 0.0, 0.1, 0.0]","[0, 196502, 20529, 139024, 0, 61699, 128510, 0, 0, 107447, 0]","[5000.0, 199698.16, 29316.6, 118170.4, 5000.0, 69519.07, 131257.96, 5000.0, 5000.0, 114185.13, 5000.0]","[0, 1, 1, 0, 1, 0, 1, 0, 0, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",1,25.0,981.8181818181819,11,687147.32,59428.27272727273,20529.0,1,0.09090909090909091,0.02727272727272727,11771.150000000001,0,11,11,7,0.09090909090909091,0
64,"[nan, 781.0, nan, 480.0, nan, 666.0, nan, nan, 727.0, nan, 503.0, nan, nan, nan, nan, nan]","[nan, 8.0, nan, 0.0, nan, 2.0, nan, nan, 5.0, nan, 5.0, nan, nan, nan, nan, nan]","[240, 74, 39, 80, 3, 242, 258, 32, 148, 320, 118, 160, 320, 27, 57, 320]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 1, 1, 2, 1, 1, 2]","['unknown', 'medium', 'unknown', 'high', 'unknown', 'medium', 'unknown', 'unknown', 'high', 'unknown', 'low', 'unknown', 'unknown', 'unknown', 'unknown', 'unknown']","['night', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'afternoon', 'evening', 'evening', 'evening', 'evening', 'evening', 'evening']","[3, 3, 0, 0, 0, 0, 0, 1, 0, 5, 6, 5, 2, 6, 3, 2]","[1, 3, 3, 3, 3, 3, 3, 0, 0, 3, 3, 0, 3, 0, 1, 2]","['hot', 'normal', 'normal', 'normal', 'normal', 'hot', 'hot', 'hot', 'hot', 'hot', 'normal', 'normal', 'hot', 'normal', 'hot', 'normal']","[51, 51, 51, 51, 51, 27, 7, 51, 51, 51, 10, 51, 51, 27, 40, 23]","[nan, nan, nan, nan, 9.0, nan, 29.0, nan, nan, 29.0, nan, 12.0, nan, nan, 56.0, nan]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.1, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.2, 0.0, 0.0]","[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.15, 0.0, 0.0, 0.0, 0.15, 0.15]","[79334, 58391, 165837, 132813, 90331, 57266, 63153, 142867, 92770, 0, 16927, 86704, 0, 152189, 185798, 0]","[87928.65, 67069.64, 175281.74, 140380.47, 90331.0, 59423.38, 56837.7, 148642.26, 104133.99, 5000.0, 22012.38, 86704.0, 5000.0, 126895.58, 185798.0, 5000.0]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 1, 0, 0]","[0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0]",1,9.0,916.3636363636364,16,1366438.79,82773.75,83019.0,3,0.1875,0.028125,30408.75,4,16,16,14,0.1875,0
