user_id,session_id,open_timestamp,close_timestamp,entry_point
U00003,S000046,2025-06-23 04:28:25,2025-06-23 04:54:25,direct
U00003,S000047,2025-06-29 09:56:20,2025-06-29 10:14:20,promo_banner
U00003,S000048,2025-06-13 07:15:48,2025-06-13 07:20:48,promo_banner
U00003,S000049,2025-06-01 15:53:07,2025-06-01 16:19:07,search
U00003,S000050,2025-06-12 06:19:32,2025-06-12 06:23:32,promo_banner
U00003,S000051,2025-06-02 14:30:31,2025-06-02 14:51:31,search
U00003,S000052,2025-06-20 18:03:21,2025-06-20 18:25:21,push
U00003,S000053,2025-06-11 23:59:29,2025-06-12 00:23:29,push
U00003,S000054,2025-06-18 02:48:45,2025-06-18 02:57:45,push
U00003,S000055,2025-06-07 19:14:45,2025-06-07 19:24:45,push
U00003,S000056,2025-06-21 20:18:41,2025-06-21 20:30:41,push
U00003,S000057,2025-06-11 19:59:20,2025-06-11 20:26:20,direct
U00003,S000058,2025-06-22 20:47:03,2025-06-22 21:06:03,search
U00003,S000059,2025-06-22 13:29:03,2025-06-22 13:38:03,search
U00003,S000060,2025-06-15 13:40:16,2025-06-15 13:48:16,push
U00003,S000061,2025-06-13 05:21:45,2025-06-13 05:49:45,push
U00003,S000062,2025-06-23 17:37:48,2025-06-23 17:45:48,search
U00003,S000063,2025-06-04 10:49:01,2025-06-04 10:58:01,search
U00003,S000064,2025-06-23 12:51:34,2025-06-23 13:14:34,push
U00003,S000065,2025-06-11 08:37:39,2025-06-11 08:40:39,push
U00003,S000066,2025-06-05 20:19:52,2025-06-05 20:27:52,push
U00004,S000067,2025-06-22 05:23:17,2025-06-22 05:32:17,push
U00004,S000068,2025-06-02 07:08:29,2025-06-02 07:23:29,push
U00004,S000069,2025-06-08 19:20:13,2025-06-08 19:24:13,search
U00004,S000070,2025-06-24 23:51:54,2025-06-25 00:00:54,push
U00004,S000071,2025-06-09 18:36:13,2025-06-09 18:49:13,push
U00004,S000072,2025-06-22 20:51:47,2025-06-22 20:54:47,push
U00004,S000073,2025-06-16 08:58:38,2025-06-16 09:04:38,search
U00004,S000074,2025-06-19 13:24:30,2025-06-19 13:37:30,push
U00004,S000075,2025-06-07 00:22:41,2025-06-07 00:43:41,push
U00004,S000076,2025-06-05 00:42:49,2025-06-05 01:02:49,search
U00004,S000077,2025-06-23 03:40:05,2025-06-23 04:04:05,search
U00004,S000078,2025-06-21 10:32:16,2025-06-21 10:56:16,push
U00004,S000079,2025-06-11 02:38:45,2025-06-11 02:59:45,direct
U00004,S000080,2025-06-27 06:48:39,2025-06-27 07:14:39,search
U00004,S000081,2025-06-26 16:55:43,2025-06-26 17:07:43,push
U00004,S000082,2025-06-27 22:15:52,2025-06-27 22:43:52,push
U00004,S000083,2025-06-07 08:48:24,2025-06-07 09:18:24,push
U00004,S000084,2025-06-05 01:12:11,2025-06-05 01:27:11,push
U00004,S000085,2025-06-02 23:21:32,2025-06-02 23:40:32,direct
U00004,S000086,2025-06-03 00:02:43,2025-06-03 00:11:43,search
U00004,S000087,2025-06-07 10:54:23,2025-06-07 11:20:23,push
U00004,S000088,2025-06-22 16:43:14,2025-06-22 17:01:14,push
U00005,S000089,2025-06-29 18:08:56,2025-06-29 18:35:56,direct
U00005,S000090,2025-06-12 01:25:04,2025-06-12 01:37:04,search
U00005,S000091,2025-06-13 03:01:17,2025-06-13 03:06:17,push
U00005,S000092,2025-06-10 04:05:23,2025-06-10 04:12:23,promo_banner
U00005,S000093,2025-06-06 16:36:05,2025-06-06 16:52:05,push
U00005,S000094,2025-06-21 17:20:44,2025-06-21 17:37:44,push
U00005,S000095,2025-06-07 17:40:45,2025-06-07 17:56:45,direct
U00005,S000096,2025-06-17 16:27:57,2025-06-17 16:44:57,direct
U00005,S000097,2025-06-15 01:55:44,2025-06-15 02:22:44,direct
U00005,S000098,2025-06-02 20:58:42,2025-06-02 21:24:42,search
U00005,S000099,2025-06-19 19:52:29,2025-06-19 20:22:29,search
U00005,S000100,2025-06-21 17:13:13,2025-06-21 17:30:13,search
U00005,S000101,2025-06-20 23:53:01,2025-06-21 00:09:01,search
U00005,S000102,2025-06-10 14:49:44,2025-06-10 15:05:44,search
U00005,S000103,2025-06-27 07:16:29,2025-06-27 07:25:29,search
U00005,S000104,2025-06-09 12:15:36,2025-06-09 12:45:36,push
U00005,S000105,2025-06-27 19:52:42,2025-06-27 20:09:42,direct
U00005,S000106,2025-06-10 08:30:48,2025-06-10 08:47:48,search
U00005,S000107,2025-06-14 10:43:14,2025-06-14 11:00:14,push
U00005,S000108,2025-06-02 17:14:48,2025-06-02 17:43:48,direct
U00005,S000109,2025-06-29 12:08:27,2025-06-29 12:22:27,search
U00005,S000110,2025-06-02 23:01:18,2025-06-02 23:28:18,search
U00005,S000111,2025-06-25 16:33:26,2025-06-25 16:58:26,direct
U00005,S000112,2025-06-03 01:48:20,2025-06-03 01:54:20,search
U00005,S000113,2025-06-27 18:16:48,2025-06-27 18:44:48,promo_banner
U00005,S000114,2025-06-26 11:04:42,2025-06-26 11:33:42,direct
U00005,S000115,2025-06-07 07:46:22,2025-06-07 07:50:22,search
U00005,S000116,2025-06-16 01:23:32,2025-06-16 01:50:32,push
U00005,S000117,2025-06-20 19:23:52,2025-06-20 19:39:52,push
U00005,S000118,2025-06-15 13:14:33,2025-06-15 13:25:33,push
U00005,S000119,2025-06-14 04:51:24,2025-06-14 05:01:24,promo_banner
U00005,S000120,2025-06-02 02:11:26,2025-06-02 02:32:26,push
U00005,S000121,2025-06-03 04:05:58,2025-06-03 04:29:58,push
U00005,S000122,2025-06-17 12:56:50,2025-06-17 13:14:50,push
U00005,S000123,2025-06-09 06:12:26,2025-06-09 06:25:26,push
U00005,S000124,2025-06-22 20:18:51,2025-06-22 20:29:51,search
U00005,S000125,2025-06-24 06:11:53,2025-06-24 06:14:53,push
U00005,S000126,2025-06-04 13:53:14,2025-06-04 14:00:14,search
U00005,S000127,2025-06-14 02:06:26,2025-06-14 02:33:26,push
U00005,S000128,2025-06-09 12:38:03,2025-06-09 12:58:03,push
U00005,S000129,2025-06-09 06:29:19,2025-06-09 06:41:19,push
U00005,S000130,2025-06-28 00:41:48,2025-06-28 00:47:48,push
U00005,S000131,2025-06-15 23:36:05,2025-06-15 23:47:05,search
U00005,S000132,2025-06-03 08:48:20,2025-06-03 09:06:20,push
U00005,S000133,2025-06-07 04:31:07,2025-06-07 04:52:07,direct
U00005,S000134,2025-06-21 18:45:10,2025-06-21 19:00:10,search
U00005,S000135,2025-06-01 09:25:41,2025-06-01 09:36:41,push
U00005,S000136,2025-06-02 00:45:58,2025-06-02 01:15:58,push
U00005,S000137,2025-06-10 00:57:16,2025-06-10 01:27:16,search
U00005,S000138,2025-06-04 20:10:39,2025-06-04 20:39:39,direct
U00005,S000139,2025-06-09 06:31:31,2025-06-09 06:55:31,push
U00005,S000140,2025-06-15 04:49:15,2025-06-15 05:12:15,search
U00005,S000141,2025-06-08 15:41:27,2025-06-08 15:47:27,push
U00005,S000142,2025-06-10 15:20:01,2025-06-10 15:23:01,push
U00005,S000143,2025-06-25 19:20:55,2025-06-25 19:42:55,promo_banner
U00006,S000144,2025-06-16 14:46:07,2025-06-16 14:49:07,search
U00006,S000145,2025-06-06 00:25:45,2025-06-06 00:47:45,search
U00006,S000146,2025-06-17 16:53:31,2025-06-17 17:06:31,promo_banner
U00006,S000147,2025-06-07 07:53:08,2025-06-07 08:23:08,search
U00006,S000148,2025-06-21 11:44:17,2025-06-21 12:09:17,search
U00006,S000149,2025-06-03 23:33:44,2025-06-03 23:40:44,search
U00006,S000150,2025-06-20 10:55:00,2025-06-20 11:23:00,push
U00006,S000151,2025-06-26 09:23:16,2025-06-26 09:34:16,push
U00006,S000152,2025-06-28 20:46:56,2025-06-28 21:10:56,search
U00006,S000153,2025-06-01 14:20:27,2025-06-01 14:49:27,search
U00006,S000154,2025-06-21 19:30:57,2025-06-21 19:42:57,push
U00006,S000155,2025-06-19 09:39:35,2025-06-19 09:47:35,search
U00006,S000156,2025-06-15 22:07:25,2025-06-15 22:19:25,push
U00006,S000157,2025-06-12 05:27:26,2025-06-12 05:54:26,search
U00006,S000158,2025-06-08 08:45:24,2025-06-08 08:52:24,push
U00006,S000159,2025-06-16 19:57:42,2025-06-16 20:24:42,direct
U00006,S000160,2025-06-22 04:09:57,2025-06-22 04:19:57,push
U00006,S000161,2025-06-24 03:21:05,2025-06-24 03:35:05,push
U00006,S000162,2025-06-17 18:47:52,2025-06-17 18:59:52,direct
U00006,S000163,2025-06-02 02:06:59,2025-06-02 02:26:59,search
U00006,S000164,2025-06-13 00:12:36,2025-06-13 00:40:36,search
U00006,S000165,2025-06-07 04:54:45,2025-06-07 05:02:45,push
U00006,S000166,2025-06-12 02:58:52,2025-06-12 03:22:52,push
U00006,S000167,2025-06-19 22:41:01,2025-06-19 22:55:01,push
U00006,S000168,2025-06-05 09:58:18,2025-06-05 10:09:18,push
U00006,S000169,2025-06-11 20:56:15,2025-06-11 21:14:15,direct
U00006,S000170,2025-06-27 02:53:19,2025-06-27 03:13:19,search
U00006,S000171,2025-06-13 01:36:48,2025-06-13 01:41:48,search
U00006,S000172,2025-06-08 13:37:53,2025-06-08 13:54:53,search
U00006,S000173,2025-06-02 23:41:34,2025-06-03 00:03:34,search
U00006,S000174,2025-06-06 08:22:23,2025-06-06 08:27:23,push
U00006,S000175,2025-06-21 21:36:01,2025-06-21 21:49:01,direct
U00006,S000176,2025-06-11 05:39:15,2025-06-11 05:50:15,direct
U00006,S000177,2025-06-28 16:37:54,2025-06-28 17:04:54,push
U00006,S000178,2025-06-08 08:13:19,2025-06-08 08:19:19,push
U00006,S000179,2025-06-02 04:55:45,2025-06-02 05:01:45,direct
U00006,S000180,2025-06-15 17:02:13,2025-06-15 17:19:13,promo_banner
U00006,S000181,2025-06-27 23:43:14,2025-06-27 23:57:14,direct
U00006,S000182,2025-06-08 18:23:20,2025-06-08 18:53:20,push
U00006,S000183,2025-06-29 18:41:29,2025-06-29 19:04:29,direct
U00006,S000184,2025-06-25 17:45:36,2025-06-25 18:06:36,push
U00006,S000185,2025-06-05 05:26:32,2025-06-05 05:34:32,direct
U00006,S000186,2025-06-12 10:37:43,2025-06-12 11:05:43,push
U00006,S000187,2025-06-24 18:43:49,2025-06-24 18:48:49,promo_banner
U00006,S000188,2025-06-29 11:24:41,2025-06-29 11:47:41,search
U00006,S000189,2025-06-22 00:53:52,2025-06-22 01:18:52,push
U00006,S000190,2025-06-10 12:36:00,2025-06-10 12:42:00,push
U00006,S000191,2025-06-10 11:33:58,2025-06-10 11:53:58,search
U00006,S000192,2025-06-17 20:06:52,2025-06-17 20:27:52,direct
U00006,S000193,2025-06-29 12:02:12,2025-06-29 12:14:12,push
U00006,S000194,2025-06-16 17:32:32,2025-06-16 17:43:32,push
U00006,S000195,2025-06-20 07:27:43,2025-06-20 07:43:43,push
U00006,S000196,2025-06-21 22:33:53,2025-06-21 22:50:53,search
U00006,S000197,2025-06-21 18:07:26,2025-06-21 18:24:26,search
U00006,S000198,2025-06-19 08:00:47,2025-06-19 08:28:47,search
U00006,S000199,2025-06-12 17:17:06,2025-06-12 17:23:06,push
U00006,S000200,2025-06-13 08:15:19,2025-06-13 08:20:19,push
U00006,S000201,2025-06-10 20:45:55,2025-06-10 20:56:55,push
U00006,S000202,2025-06-17 22:56:06,2025-06-17 23:01:06,push
U00006,S000203,2025-06-25 16:37:11,2025-06-25 17:01:11,push
U00006,S000204,2025-06-12 11:57:04,2025-06-12 12:21:04,promo_banner
U00006,S000205,2025-06-16 20:57:57,2025-06-16 21:04:57,push
U00006,S000206,2025-06-25 13:42:05,2025-06-25 14:08:05,search
U00006,S000207,2025-06-21 11:13:23,2025-06-21 11:37:23,promo_banner
U00006,S000208,2025-06-04 08:54:13,2025-06-04 09:01:13,push
U00006,S000209,2025-06-14 06:00:06,2025-06-14 06:03:06,push
U00006,S000210,2025-06-17 11:40:59,2025-06-17 11:56:59,search
U00006,S000211,2025-06-21 00:06:54,2025-06-21 00:29:54,search
U00006,S000212,2025-06-03 07:06:54,2025-06-03 07:29:54,direct
U00006,S000213,2025-06-21 02:48:43,2025-06-21 02:55:43,direct
U00006,S000214,2025-06-08 21:07:47,2025-06-08 21:24:47,push
U00006,S000215,2025-06-06 05:51:16,2025-06-06 06:17:16,push
U00006,S000216,2025-06-03 01:30:07,2025-06-03 01:33:07,push
U00006,S000217,2025-06-18 11:06:02,2025-06-18 11:30:02,direct
U00006,S000218,2025-06-13 20:18:21,2025-06-13 20:22:21,push
U00006,S000219,2025-06-03 06:30:47,2025-06-03 06:59:47,promo_banner
U00006,S000220,2025-06-20 05:13:21,2025-06-20 05:33:21,direct
U00006,S000221,2025-06-02 23:00:28,2025-06-02 23:11:28,push
U00006,S000222,2025-06-09 05:43:26,2025-06-09 06:08:26,direct
U00006,S000223,2025-06-25 16:51:39,2025-06-25 17:19:39,search
U00006,S000224,2025-06-18 14:48:30,2025-06-18 15:01:30,search
U00006,S000225,2025-06-09 09:47:09,2025-06-09 10:02:09,search
U00006,S000226,2025-06-13 05:45:56,2025-06-13 06:06:56,push
U00006,S000227,2025-06-14 23:37:42,2025-06-14 23:58:42,push
U00006,S000228,2025-06-27 13:12:52,2025-06-27 13:18:52,search
U00006,S000229,2025-06-15 01:28:37,2025-06-15 01:53:37,direct
U00006,S000230,2025-06-25 15:57:48,2025-06-25 16:10:48,push
U00006,S000231,2025-06-15 12:43:43,2025-06-15 13:07:43,search
U00006,S000232,2025-06-06 06:20:11,2025-06-06 06:49:11,push
U00006,S000233,2025-06-20 15:52:29,2025-06-20 16:03:29,search
U00007,S000234,2025-06-03 17:47:45,2025-06-03 17:52:45,push
U00007,S000235,2025-06-29 23:13:45,2025-06-29 23:29:45,search
U00007,S000236,2025-06-10 08:50:01,2025-06-10 08:56:01,push
U00007,S000237,2025-06-20 18:55:03,2025-06-20 19:23:03,search
U00007,S000238,2025-06-05 04:56:33,2025-06-05 05:06:33,search
U00007,S000239,2025-06-12 18:24:20,2025-06-12 18:43:20,push
U00007,S000240,2025-06-16 05:31:20,2025-06-16 05:41:20,push
U00007,S000241,2025-06-06 04:15:09,2025-06-06 04:43:09,push
U00007,S000242,2025-06-27 01:28:29,2025-06-27 01:58:29,direct
U00007,S000243,2025-06-10 16:53:51,2025-06-10 17:16:51,push
U00007,S000244,2025-06-12 00:37:11,2025-06-12 01:05:11,search
U00007,S000245,2025-06-04 12:38:50,2025-06-04 13:06:50,push
U00007,S000246,2025-06-25 01:17:41,2025-06-25 01:32:41,direct
U00007,S000247,2025-06-29 13:32:11,2025-06-29 13:53:11,push
U00007,S000248,2025-06-08 04:58:41,2025-06-08 05:24:41,push
U00007,S000249,2025-06-25 08:02:56,2025-06-25 08:08:56,search
U00007,S000250,2025-06-29 10:08:10,2025-06-29 10:12:10,search
U00007,S000251,2025-06-01 15:13:38,2025-06-01 15:33:38,direct
U00007,S000252,2025-06-07 14:28:42,2025-06-07 14:36:42,search
U00007,S000253,2025-06-11 06:25:43,2025-06-11 06:54:43,direct
U00007,S000254,2025-06-03 11:08:43,2025-06-03 11:15:43,direct
U00007,S000255,2025-06-20 08:48:20,2025-06-20 09:05:20,search
U00008,S000256,2025-06-17 14:31:20,2025-06-17 14:38:20,search
U00008,S000257,2025-06-25 06:00:35,2025-06-25 06:16:35,push
U00008,S000258,2025-06-25 21:23:48,2025-06-25 21:41:48,push
U00008,S000259,2025-06-20 09:00:10,2025-06-20 09:05:10,push
U00008,S000260,2025-06-23 19:14:37,2025-06-23 19:33:37,search
U00008,S000261,2025-06-11 12:44:31,2025-06-11 13:01:31,direct
U00008,S000262,2025-06-12 06:59:22,2025-06-12 07:25:22,search
U00008,S000263,2025-06-27 16:36:17,2025-06-27 16:59:17,search
U00008,S000264,2025-06-07 08:36:49,2025-06-07 08:50:49,push
U00008,S000265,2025-06-28 05:05:04,2025-06-28 05:23:04,push
U00008,S000266,2025-06-21 08:08:45,2025-06-21 08:38:45,push
U00008,S000267,2025-06-05 09:05:53,2025-06-05 09:12:53,push
U00008,S000268,2025-06-06 22:18:44,2025-06-06 22:31:44,direct
U00008,S000269,2025-06-06 22:59:02,2025-06-06 23:08:02,push
U00008,S000270,2025-06-07 22:21:05,2025-06-07 22:51:05,push
U00008,S000271,2025-06-16 06:49:21,2025-06-16 07:13:21,push
U00008,S000272,2025-06-29 00:27:09,2025-06-29 00:31:09,push
U00008,S000273,2025-06-21 23:28:17,2025-06-21 23:56:17,direct
U00008,S000274,2025-06-24 13:30:30,2025-06-24 13:58:30,search
U00008,S000275,2025-06-10 00:14:41,2025-06-10 00:31:41,push
U00008,S000276,2025-06-13 17:55:17,2025-06-13 17:58:17,direct
U00008,S000277,2025-06-01 15:05:38,2025-06-01 15:17:38,push
U00008,S000278,2025-06-20 23:34:01,2025-06-20 23:56:01,search
U00008,S000279,2025-06-29 04:01:24,2025-06-29 04:16:24,search
U00008,S000280,2025-06-15 13:53:44,2025-06-15 14:11:44,promo_banner
U00008,S000281,2025-06-05 02:11:42,2025-06-05 02:14:42,direct
U00008,S000282,2025-06-13 12:08:01,2025-06-13 12:13:01,search
U00008,S000283,2025-06-15 12:54:03,2025-06-15 13:19:03,search
U00008,S000284,2025-06-02 16:05:42,2025-06-02 16:23:42,search
U00008,S000285,2025-06-15 03:56:55,2025-06-15 04:23:55,push
U00008,S000286,2025-06-08 07:33:12,2025-06-08 07:54:12,push
U00008,S000287,2025-06-25 05:36:22,2025-06-25 05:48:22,push
U00008,S000288,2025-06-26 07:21:05,2025-06-26 07:44:05,push
U00008,S000289,2025-06-25 11:48:33,2025-06-25 12:06:33,push
U00008,S000290,2025-06-07 05:03:06,2025-06-07 05:14:06,push
U00008,S000291,2025-06-03 20:38:32,2025-06-03 20:55:32,search
U00008,S000292,2025-06-05 04:24:12,2025-06-05 04:36:12,search
U00008,S000293,2025-06-06 06:54:46,2025-06-06 07:12:46,push
U00008,S000294,2025-06-17 05:55:19,2025-06-17 06:10:19,push
U00008,S000295,2025-06-07 00:49:23,2025-06-07 01:11:23,push
U00008,S000296,2025-06-26 16:17:05,2025-06-26 16:29:05,search
U00008,S000297,2025-06-24 14:33:50,2025-06-24 14:36:50,push
U00008,S000298,2025-06-08 02:46:33,2025-06-08 03:09:33,search
U00008,S000299,2025-06-02 06:54:29,2025-06-02 07:23:29,push
U00008,S000300,2025-06-08 23:50:11,2025-06-08 23:56:11,push
U00008,S000301,2025-06-09 01:16:50,2025-06-09 01:45:50,search
U00008,S000302,2025-06-14 08:58:08,2025-06-14 09:10:08,search
U00008,S000303,2025-06-18 01:31:31,2025-06-18 01:56:31,push
U00008,S000304,2025-06-04 19:41:47,2025-06-04 19:52:47,direct
U00008,S000305,2025-06-08 18:36:52,2025-06-08 19:03:52,push
U00008,S000306,2025-06-08 17:19:31,2025-06-08 17:34:31,search
U00008,S000307,2025-06-26 13:16:25,2025-06-26 13:25:25,push
U00008,S000308,2025-06-26 11:15:15,2025-06-26 11:42:15,push
U00008,S000309,2025-06-19 17:48:13,2025-06-19 17:54:13,push
U00008,S000310,2025-06-07 14:06:29,2025-06-07 14:09:29,push
U00009,S000311,2025-06-21 04:17:10,2025-06-21 04:41:10,push
U00009,S000312,2025-06-01 02:10:12,2025-06-01 02:34:12,direct
U00009,S000313,2025-06-10 21:02:52,2025-06-10 21:30:52,push
U00009,S000314,2025-06-28 15:32:17,2025-06-28 15:57:17,push
U00009,S000315,2025-06-09 23:31:41,2025-06-09 23:59:41,push
U00009,S000316,2025-06-03 13:42:01,2025-06-03 14:00:01,push
U00009,S000317,2025-06-01 19:33:36,2025-06-01 20:02:36,promo_banner
U00009,S000318,2025-06-22 23:00:27,2025-06-22 23:05:27,search
U00009,S000319,2025-06-08 02:37:39,2025-06-08 03:04:39,direct
U00009,S000320,2025-06-26 06:42:26,2025-06-26 06:48:26,direct
U00009,S000321,2025-06-13 16:09:43,2025-06-13 16:23:43,push
U00009,S000322,2025-06-08 05:44:47,2025-06-08 06:00:47,search
U00009,S000323,2025-06-07 10:52:39,2025-06-07 11:12:39,direct
U00009,S000324,2025-06-03 03:48:29,2025-06-03 04:11:29,push
U00009,S000325,2025-06-16 20:25:10,2025-06-16 20:36:10,direct
U00009,S000326,2025-06-08 02:45:23,2025-06-08 02:57:23,promo_banner
U00009,S000327,2025-06-16 08:24:17,2025-06-16 08:30:17,push
U00009,S000328,2025-06-18 21:09:10,2025-06-18 21:16:10,push
U00009,S000329,2025-06-06 20:20:20,2025-06-06 20:42:20,search
U00009,S000330,2025-06-07 01:02:36,2025-06-07 01:09:36,push
U00009,S000331,2025-06-18 20:47:51,2025-06-18 21:11:51,promo_banner
U00009,S000332,2025-06-11 08:28:18,2025-06-11 08:35:18,push
U00010,S000333,2025-06-04 13:01:33,2025-06-04 13:14:33,search
U00010,S000334,2025-06-15 23:48:43,2025-06-16 00:03:43,push
U00010,S000335,2025-06-12 13:13:23,2025-06-12 13:25:23,push
U00010,S000336,2025-06-12 19:08:28,2025-06-12 19:22:28,search
U00010,S000337,2025-06-01 22:38:28,2025-06-01 22:52:28,push
U00010,S000338,2025-06-05 11:21:30,2025-06-05 11:50:30,push
U00010,S000339,2025-06-24 16:13:09,2025-06-24 16:41:09,push
U00010,S000340,2025-06-04 07:27:48,2025-06-04 07:46:48,promo_banner
U00010,S000341,2025-06-05 01:50:26,2025-06-05 02:17:26,push
U00010,S000342,2025-06-04 15:22:34,2025-06-04 15:26:34,push
U00010,S000343,2025-06-21 20:51:39,2025-06-21 21:20:39,push
U00010,S000344,2025-06-28 17:50:39,2025-06-28 18:00:39,push
U00010,S000345,2025-06-20 21:31:56,2025-06-20 21:48:56,push
U00010,S000346,2025-06-11 14:22:20,2025-06-11 14:29:20,promo_banner
U00010,S000347,2025-06-03 00:47:46,2025-06-03 01:00:46,search
U00010,S000348,2025-06-28 20:40:16,2025-06-28 20:43:16,direct
U00010,S000349,2025-06-04 09:33:41,2025-06-04 10:03:41,direct
U00010,S000350,2025-06-21 03:54:44,2025-06-21 04:08:44,search
U00010,S000351,2025-06-26 19:57:29,2025-06-26 20:13:29,direct
U00010,S000352,2025-06-28 11:27:47,2025-06-28 11:34:47,push
U00010,S000353,2025-06-02 22:15:58,2025-06-02 22:45:58,search
U00010,S000354,2025-06-01 11:38:15,2025-06-01 11:55:15,direct
U00011,S000355,2025-06-23 05:52:48,2025-06-23 06:11:48,promo_banner
U00011,S000356,2025-06-19 05:21:50,2025-06-19 05:45:50,push
U00011,S000357,2025-06-02 23:09:59,2025-06-02 23:22:59,push
U00011,S000358,2025-06-16 04:11:22,2025-06-16 04:34:22,push
U00011,S000359,2025-06-23 13:07:26,2025-06-23 13:25:26,direct
U00011,S000360,2025-06-27 08:42:37,2025-06-27 08:59:37,promo_banner
U00011,S000361,2025-06-18 02:36:45,2025-06-18 02:39:45,push
U00011,S000362,2025-06-06 05:29:59,2025-06-06 05:33:59,push
U00011,S000363,2025-06-24 05:09:42,2025-06-24 05:28:42,direct
U00011,S000364,2025-06-20 16:54:46,2025-06-20 17:21:46,push
U00011,S000365,2025-06-21 02:16:30,2025-06-21 02:45:30,promo_banner
U00011,S000366,2025-06-17 20:27:46,2025-06-17 20:30:46,direct
U00011,S000367,2025-06-16 20:30:50,2025-06-16 20:48:50,search
U00011,S000368,2025-06-27 07:34:45,2025-06-27 07:50:45,direct
U00011,S000369,2025-06-14 04:13:07,2025-06-14 04:41:07,direct
U00011,S000370,2025-06-26 17:31:39,2025-06-26 17:50:39,search
U00011,S000371,2025-06-02 14:31:13,2025-06-02 14:54:13,push
U00011,S000372,2025-06-24 04:23:18,2025-06-24 04:39:18,push
U00011,S000373,2025-06-16 13:56:16,2025-06-16 14:14:16,search
U00011,S000374,2025-06-23 20:23:43,2025-06-23 20:52:43,push
U00011,S000375,2025-06-27 20:55:01,2025-06-27 21:24:01,push
U00011,S000376,2025-06-26 09:07:15,2025-06-26 09:35:15,search
U00011,S000377,2025-06-28 14:33:57,2025-06-28 14:37:57,search
U00011,S000378,2025-06-21 01:27:41,2025-06-21 01:51:41,direct
U00011,S000379,2025-06-20 06:54:22,2025-06-20 07:05:22,push
U00011,S000380,2025-06-22 01:32:15,2025-06-22 01:44:15,push
U00011,S000381,2025-06-01 06:12:10,2025-06-01 06:22:10,push
U00011,S000382,2025-06-25 03:05:52,2025-06-25 03:29:52,push
