user_id,event_timestamp,current_lat,current_lon,battery_level,current_app_screen
U00117,2025-06-25 01:31:02,-7.242965837449586,112.8247647227986,20,feed
U00627,2025-06-26 01:33:24,-7.2870169979115405,112.84632824052746,20,cart
U00653,2025-06-22 02:22:34,-7.328564495080156,112.82778499272716,29,feed
U00684,2025-06-29 22:43:59,-7.1366401118023886,112.68022853219273,58,feed
U00180,2025-06-04 02:26:27,-7.171297176958101,112.57443901039058,51,feed
U00131,2025-06-26 15:27:53,-7.089420329404809,112.65219235814273,73,feed
U00325,2025-06-27 19:11:34,-7.232418486622045,112.84520314476964,23,feed
U00302,2025-06-26 16:41:32,-7.236689539163267,112.6478582788502,57,checkout
U00654,2025-06-14 06:41:03,-7.085980850124879,112.83966010351853,79,feed
U00213,2025-06-28 01:29:15,-7.179366412873276,112.77389437042551,29,cart
U00058,2025-06-10 09:54:54,-7.071583509750383,112.55626354485376,5,cart
U00763,2025-06-26 01:23:53,-7.077445146489692,112.62645621083209,9,feed
U00040,2025-06-14 11:06:00,-7.148932316614785,112.79788089932069,47,cart
U00670,2025-06-22 22:36:48,-7.243542744881918,112.56703309301923,22,feed
U00691,2025-06-08 04:17:37,-7.268472898443514,112.80870302963751,50,checkout
U00166,2025-06-16 19:13:17,-7.232057761371452,112.72730908435675,62,feed
U00345,2025-06-15 14:49:55,-7.278992474145321,112.61877096157333,23,cart
U00322,2025-06-16 10:26:24,-7.322230762823308,112.74702611532035,75,feed
U00227,2025-06-21 16:28:13,-7.135477876184154,112.55299899683378,25,cart
U00158,2025-06-14 02:55:39,-7.251276386341358,112.59639003195997,13,feed
U00096,2025-06-18 12:20:33,-7.226524788622225,112.8130206696403,52,feed
U00381,2025-06-25 23:52:14,-7.284420869430875,112.7344067282394,86,feed
U00064,2025-06-09 01:04:35,-7.230070695325638,112.72823800972347,14,feed
U00673,2025-06-26 12:24:12,-7.060594927407933,112.7811270449473,61,payment
U00438,2025-06-28 01:08:31,-7.193175762436941,112.66933289796981,60,feed
U00236,2025-06-19 02:07:59,-7.243816558525007,112.55246809963243,49,feed
U00767,2025-06-26 12:07:51,-7.071803292364789,112.7236991279271,23,feed
U00367,2025-06-23 04:12:40,-7.278394204690767,112.71791250045752,66,checkout
U00579,2025-06-17 00:11:00,-7.236228276559631,112.58049580331573,89,cart
U00074,2025-06-08 13:50:14,-7.282157765894775,112.56194910751323,95,checkout
U00505,2025-06-15 19:29:07,-7.275636154142537,112.84677756114888,68,feed
U00773,2025-06-21 15:06:43,-7.167375597292148,112.75270159001185,57,feed
U00246,2025-06-29 18:51:23,-7.233964315767614,112.7080599187657,19,feed
U00396,2025-06-05 18:15:30,-7.298520993324702,112.67418725027719,29,payment
U00398,2025-06-04 11:51:43,-7.082893786431288,112.73540230645538,100,feed
U00114,2025-06-17 20:47:00,-7.283569862640932,112.72053027183502,84,feed
U00659,2025-06-22 05:58:31,-7.252165892106911,112.84661822980715,5,feed
U00047,2025-06-29 01:25:45,-7.252753223474593,112.76168617477974,94,payment
U00166,2025-06-25 20:33:32,-7.208106589684852,112.82517952978546,71,feed
U00448,2025-06-10 21:03:19,-7.147810000496158,112.83274812995758,73,checkout
U00245,2025-06-07 02:48:55,-7.18525904546188,112.74021445447865,81,cart
U00116,2025-06-18 18:24:45,-7.342813865518774,112.6353814908005,86,cart
U00021,2025-06-12 00:34:28,-7.119104308536573,112.5866488672065,54,cart
U00081,2025-06-11 01:42:57,-7.255858126284077,112.80325496310478,21,feed
U00596,2025-06-23 18:53:27,-7.32449848550508,112.83086927507436,72,checkout
U00287,2025-06-19 07:30:45,-7.060382540101635,112.80021145407363,37,feed
U00430,2025-06-22 20:50:57,-7.113832092390171,112.61271829470049,64,cart
U00625,2025-06-29 23:05:52,-7.151133630020256,112.75968895095733,92,feed
U00790,2025-06-01 17:57:35,-7.284612037184834,112.70716774189904,28,feed
U00399,2025-06-05 16:22:36,-7.1749581186034455,112.72324087110468,73,history
U00276,2025-06-18 10:02:04,-7.2120131610494305,112.65923245827481,89,feed
U00193,2025-06-25 00:41:42,-7.285452768171429,112.56598007138972,46,cart
U00271,2025-06-19 03:06:05,-7.214841390830058,112.73190200668571,67,feed
U00780,2025-06-11 09:22:48,-7.134858653407211,112.7611257103726,9,checkout
U00622,2025-06-13 18:01:18,-7.082557106727922,112.65487743412264,20,cart
U00041,2025-06-03 17:51:26,-7.052247806992898,112.60227867695062,62,cart
U00389,2025-06-01 05:41:48,-7.224614358949067,112.84296766947715,17,feed
U00423,2025-06-04 07:12:38,-7.254020010895048,112.75768106070278,59,feed
U00205,2025-06-22 04:23:27,-7.24717478904822,112.64778574101678,63,cart
U00295,2025-06-24 12:37:59,-7.097123007811145,112.68143912379395,85,feed
U00328,2025-06-07 11:12:02,-7.224942281017481,112.65203042104295,90,feed
U00350,2025-06-28 10:34:41,-7.115456307722193,112.6677320256734,62,cart
U00163,2025-06-02 23:09:50,-7.216348669714231,112.6065157738585,39,cart
U00183,2025-06-29 01:52:05,-7.064756676455595,112.69138021537377,69,feed
U00446,2025-06-07 05:19:42,-7.212259466194539,112.75264410253071,29,feed
U00758,2025-06-13 04:29:17,-7.071839077293294,112.61905343411881,58,feed
U00035,2025-06-05 13:32:19,-7.324517131204713,112.5803754905451,73,checkout
U00509,2025-06-23 19:52:12,-7.330092200709556,112.56641201402267,16,checkout
U00026,2025-06-28 19:10:00,-7.138933076276101,112.66610660676417,19,feed
U00604,2025-06-27 08:08:40,-7.077201029267951,112.7163725282533,73,history
U00702,2025-06-09 12:52:49,-7.276753023238868,112.68836733555199,35,feed
U00731,2025-06-19 15:12:11,-7.24892779719115,112.84149458816125,35,feed
U00198,2025-06-09 05:13:04,-7.113453847326754,112.62361577965977,26,feed
U00787,2025-06-16 05:34:11,-7.237472143745652,112.60058649671421,99,cart
U00417,2025-06-21 10:40:21,-7.050734288438272,112.61595887664397,47,feed
U00428,2025-06-09 09:10:44,-7.083432578676663,112.64210975055752,55,checkout
U00527,2025-06-12 14:48:58,-7.2126405348663924,112.64732130675527,81,feed
U00393,2025-06-07 12:58:48,-7.073846558890926,112.7306941333586,78,feed
U00548,2025-06-01 05:01:26,-7.314168328464027,112.82024150745545,21,feed
U00712,2025-06-04 17:41:51,-7.17909831716029,112.75861151458705,30,cart
U00060,2025-06-01 13:03:29,-7.0932569268407155,112.77718677417495,81,feed
U00579,2025-06-12 21:24:03,-7.099515980590177,112.66164352597227,86,cart
U00751,2025-06-15 07:42:02,-7.124321740139309,112.6218780819372,17,cart
U00715,2025-06-16 19:04:39,-7.2493612463878465,112.69676377766694,88,payment
U00503,2025-06-07 16:53:36,-7.098117513104723,112.6206314757168,40,checkout
U00181,2025-06-07 16:42:27,-7.333027865088411,112.74163404624845,82,feed
U00258,2025-06-02 10:36:04,-7.050317448723283,112.62003734870954,34,feed
U00089,2025-06-01 12:36:17,-7.2626577197240305,112.64435468970257,15,feed
U00578,2025-06-24 20:25:40,-7.202945359021006,112.79358165108839,34,feed
U00643,2025-06-04 20:28:36,-7.0669013563446486,112.8383808974388,35,feed
U00089,2025-06-06 02:59:20,-7.302238829932981,112.5832138458771,89,feed
U00387,2025-06-09 02:10:38,-7.2431595676946205,112.81928006323969,59,payment
U00016,2025-06-05 15:03:45,-7.337946457227497,112.7720588621125,6,feed
U00309,2025-06-26 14:35:24,-7.339756799950761,112.67773782186589,17,feed
U00775,2025-06-24 07:33:46,-7.281712927327957,112.55352493121393,49,feed
U00570,2025-06-23 18:35:28,-7.347329387424432,112.80584591290199,48,payment
U00766,2025-06-20 23:05:36,-7.10930363318285,112.72193323725531,78,checkout
U00313,2025-06-10 07:38:39,-7.057301051882833,112.56744131863434,90,feed
U00001,2025-06-23 00:54:45,-7.158612262707901,112.7280038083984,75,feed
U00380,2025-06-25 22:27:05,-7.105199308963347,112.59231339699656,46,feed
U00473,2025-06-24 18:33:52,-7.216904421379072,112.60514357395517,30,checkout
U00651,2025-06-26 16:55:25,-7.203860336937456,112.78555354518458,41,feed
U00405,2025-06-05 10:30:15,-7.0997677964094725,112.84949309498631,41,checkout
U00481,2025-06-10 16:20:59,-7.301434013267708,112.60500708319822,92,cart
U00098,2025-06-07 21:03:14,-7.1808158690261985,112.72594314331177,61,payment
U00069,2025-06-27 23:51:28,-7.141455886767349,112.66632611632481,57,feed
U00173,2025-06-17 12:23:02,-7.260978972864921,112.65813129966841,33,cart
U00371,2025-06-15 15:25:35,-7.180550983903394,112.70012552251727,46,feed
U00763,2025-06-29 03:57:01,-7.108299788161255,112.58398336201697,46,cart
U00666,2025-06-08 05:28:51,-7.278016760701244,112.57170087482217,57,feed
U00572,2025-06-17 08:01:50,-7.222667593768539,112.57704018519426,16,feed
U00069,2025-06-25 23:27:52,-7.079877916277258,112.604426394587,93,cart
U00290,2025-06-28 20:29:38,-7.073670648539746,112.58352243072044,69,feed
U00700,2025-06-19 10:16:09,-7.233482325422264,112.8347098754404,73,feed
U00004,2025-06-26 23:11:55,-7.349869968505549,112.64168230907696,6,history
U00697,2025-06-10 09:32:58,-7.337687304262033,112.68830245142743,44,feed
U00152,2025-06-03 01:58:52,-7.338470127401507,112.70166696020763,60,cart
U00218,2025-06-18 23:53:40,-7.1569614365493255,112.76106835546813,72,cart
U00481,2025-06-18 15:11:02,-7.096191918858465,112.79026925705867,51,cart
U00300,2025-06-21 12:36:31,-7.206848404830622,112.6130921451537,30,feed
U00800,2025-06-15 21:12:31,-7.148122326208452,112.8140793222895,36,feed
U00439,2025-06-20 16:57:44,-7.072481717153415,112.78230566840513,58,checkout
U00144,2025-06-03 19:10:05,-7.311016165935764,112.74429157279785,81,history
U00266,2025-06-06 04:09:50,-7.243264449071196,112.78684839096096,12,cart
U00508,2025-06-23 20:17:52,-7.161536205958566,112.84093800767978,31,feed
U00458,2025-06-04 12:49:16,-7.252992820235904,112.75335376811037,16,feed
U00722,2025-06-25 23:37:18,-7.144448024844733,112.73962510176062,56,feed
U00475,2025-06-12 21:43:45,-7.236896980608925,112.80503336852769,35,history
U00185,2025-06-03 17:41:09,-7.138438611905231,112.71478964604754,61,feed
U00698,2025-06-29 09:03:12,-7.301725874247998,112.70646904874155,29,cart
U00103,2025-06-28 16:41:10,-7.083545720321705,112.55878016122948,44,checkout
U00373,2025-06-17 23:09:21,-7.169326315818797,112.7849412229658,40,feed
U00294,2025-06-29 17:02:52,-7.119172935908131,112.67496401597771,22,payment
U00039,2025-06-11 16:31:41,-7.302774014967833,112.78233217762377,56,feed
U00108,2025-06-04 23:26:31,-7.0921511233738554,112.65783500724973,37,feed
U00042,2025-06-29 10:43:36,-7.201797050635475,112.70600281565414,58,checkout
U00147,2025-06-20 15:56:11,-7.143391670546028,112.83136594391685,88,feed
U00483,2025-06-26 22:25:21,-7.267082312398517,112.7053917902557,31,feed
U00058,2025-06-15 06:45:01,-7.255412252818978,112.78976476409262,88,feed
U00059,2025-06-11 01:24:11,-7.243358297963362,112.66770510525023,34,history
U00785,2025-06-11 13:16:35,-7.073292561494871,112.78458220532728,92,feed
U00694,2025-06-11 14:41:10,-7.342229147115568,112.69856953378365,7,cart
U00201,2025-06-07 03:29:14,-7.100998272411006,112.66731490589144,26,feed
U00777,2025-06-18 23:39:48,-7.233181747515511,112.60880830652495,5,cart
U00006,2025-06-25 09:46:30,-7.1246686059065505,112.82640864526807,14,feed
U00764,2025-06-04 07:53:16,-7.151550828785936,112.65043017894973,7,cart
U00699,2025-06-18 21:27:05,-7.09491420385123,112.58174383881878,23,feed
U00604,2025-06-16 11:21:54,-7.098166994176562,112.805808686705,86,history
U00402,2025-06-02 02:31:04,-7.15975104994093,112.80589374767796,35,checkout
U00294,2025-06-11 17:09:00,-7.20559962753278,112.67377460451615,15,cart
U00773,2025-06-16 03:08:06,-7.332295655831333,112.82216892393674,89,feed
U00012,2025-06-29 09:32:14,-7.33825843398592,112.59314239370191,37,history
U00714,2025-06-01 05:16:11,-7.216333127397276,112.65459870544484,75,feed
U00242,2025-06-13 14:47:44,-7.162570932218525,112.65360981507328,58,cart
U00060,2025-06-08 10:25:31,-7.236997447219632,112.59417699319015,92,feed
U00766,2025-06-06 09:01:20,-7.251099020509907,112.60728179432071,17,feed
U00076,2025-06-27 16:24:40,-7.159024685552049,112.62526559985726,59,checkout
U00674,2025-06-12 22:06:58,-7.34470329116254,112.68010931489275,95,feed
U00570,2025-06-18 11:27:18,-7.194662953616244,112.81585862921952,27,feed
U00270,2025-06-22 22:12:30,-7.32318166692475,112.6897172282545,16,checkout
U00665,2025-06-25 19:55:05,-7.330631962420314,112.6522405479171,60,feed
U00689,2025-06-12 03:06:11,-7.0888703931817485,112.74228602705496,49,feed
U00314,2025-06-09 15:41:43,-7.236694751054579,112.68505062118795,14,feed
U00200,2025-06-27 09:27:56,-7.169306131241352,112.74879843527391,89,feed
U00653,2025-06-15 04:25:24,-7.333226336039573,112.59746162390998,34,feed
U00690,2025-06-03 07:41:57,-7.133170241611544,112.63618980349781,90,feed
U00478,2025-06-23 13:24:54,-7.050898210418574,112.653652196363,16,feed
U00639,2025-06-04 15:56:11,-7.057700670220831,112.79100016194693,69,checkout
U00701,2025-06-27 02:43:01,-7.259615886652795,112.80974645808642,13,feed
U00155,2025-06-19 06:56:07,-7.268267303204124,112.74004215549651,72,checkout
U00485,2025-06-22 22:20:55,-7.116148533968511,112.66101831687858,16,feed
U00569,2025-06-10 18:55:20,-7.2086653761357535,112.5768565831117,11,history
U00370,2025-06-21 20:53:06,-7.245282275412568,112.65280814433524,82,feed
U00328,2025-06-10 05:52:03,-7.262248914076942,112.83716426733088,30,cart
U00244,2025-06-04 21:04:51,-7.098796064867883,112.73494964542822,36,cart
U00138,2025-06-18 03:37:39,-7.246162774503541,112.73075942450905,99,feed
U00136,2025-06-14 10:30:52,-7.288178355795778,112.80683831619379,66,feed
U00764,2025-06-12 00:10:01,-7.073292490343686,112.65348090880373,60,feed
U00330,2025-06-16 08:42:45,-7.25142278723318,112.76019393970438,59,checkout
U00206,2025-06-01 07:05:52,-7.228632654859535,112.574391700717,37,checkout
U00058,2025-06-18 22:12:50,-7.326574623322632,112.56561589595546,25,history
U00079,2025-06-18 02:12:33,-7.2239731200532695,112.67818524264257,8,cart
U00414,2025-06-16 22:40:00,-7.073854840798148,112.77636293264435,11,history
U00618,2025-06-25 10:43:02,-7.082122780324592,112.84722880519861,72,payment
U00531,2025-06-11 05:08:46,-7.207027011129147,112.82040880491347,80,feed
U00134,2025-06-05 12:02:18,-7.155344205382729,112.63784972193643,97,cart
U00087,2025-06-20 20:57:18,-7.185350279615913,112.72929650401878,31,feed
U00169,2025-06-21 06:48:19,-7.10550312229481,112.58794465485356,11,feed
U00346,2025-06-05 23:41:54,-7.192196969538083,112.78728143268191,81,checkout
U00059,2025-06-24 15:26:05,-7.139932002773256,112.74116243569108,40,history
U00351,2025-06-22 16:41:17,-7.192938052430126,112.79711312639989,29,feed
U00479,2025-06-25 07:18:26,-7.304493857306748,112.74455740787906,23,feed
U00626,2025-06-12 15:19:22,-7.1784659384809055,112.55469143424168,89,cart
U00391,2025-06-19 02:48:25,-7.299168013701666,112.84904202661485,53,cart
U00406,2025-06-10 04:26:09,-7.235622795314524,112.6656702594999,24,cart
U00764,2025-06-23 00:16:16,-7.242101664770817,112.71855218939359,50,feed
U00125,2025-06-22 21:44:43,-7.276032468521975,112.63408807538796,30,history
U00147,2025-06-22 00:14:58,-7.177026334176253,112.61088843334785,79,cart
U00700,2025-06-14 06:54:44,-7.107973090736304,112.6838987755716,8,feed
U00313,2025-06-19 18:33:13,-7.2375918334052365,112.78046484732833,68,history
U00711,2025-06-16 02:05:52,-7.14374027706669,112.78145793879368,75,cart
U00745,2025-06-25 07:17:55,-7.2904735333986785,112.71932412274825,38,payment
U00022,2025-06-26 23:01:24,-7.19113281639511,112.70473597961043,22,feed
U00020,2025-06-26 04:19:33,-7.0828952918134815,112.55756288598499,82,history
U00615,2025-06-02 10:22:41,-7.227863769297831,112.73901677765106,91,history
U00261,2025-06-11 20:57:11,-7.133933983006261,112.71667199530573,80,feed
U00547,2025-06-24 19:13:30,-7.068880345239334,112.84134195588811,23,history
U00216,2025-06-12 19:42:35,-7.341274229663916,112.77610633538887,38,cart
U00509,2025-06-20 02:33:06,-7.315627599420484,112.59118641807244,37,feed
U00753,2025-06-08 02:11:59,-7.240988721310973,112.56347745756678,33,feed
U00439,2025-06-06 20:50:35,-7.238404102619399,112.76238194506419,76,cart
U00323,2025-06-15 08:37:32,-7.159378232050308,112.72736009454024,88,feed
U00347,2025-06-04 15:18:40,-7.245363926353948,112.70816900775425,20,feed
U00448,2025-06-01 01:20:57,-7.245044144969196,112.75987746660446,95,feed
U00400,2025-06-26 03:27:13,-7.120766958873671,112.64638942660395,29,payment
U00417,2025-06-25 10:35:04,-7.251331927338897,112.65406789459017,23,feed
U00368,2025-06-20 03:04:57,-7.246153318996358,112.64259263152726,72,cart
U00449,2025-06-18 19:40:06,-7.2742510580032675,112.81870933981621,91,feed
U00496,2025-06-02 17:28:11,-7.289864519048585,112.730640891639,9,feed
U00372,2025-06-16 21:30:54,-7.32592468830637,112.83190126963707,75,checkout
U00274,2025-06-20 11:18:51,-7.2509509965795536,112.68837577048474,63,payment
U00543,2025-06-02 19:48:59,-7.177217675486877,112.78178732406889,80,feed
U00656,2025-06-25 07:45:11,-7.336385247970493,112.6012460014793,5,feed
U00528,2025-06-24 11:22:53,-7.189585295487798,112.6841135926248,89,feed
U00576,2025-06-04 14:05:36,-7.168155575705123,112.8094305136847,35,checkout
U00251,2025-06-21 18:57:12,-7.213951594118842,112.6306476279837,49,feed
U00749,2025-06-02 21:38:26,-7.3289275320364755,112.68219599061244,67,feed
U00033,2025-06-02 01:06:29,-7.187708325783463,112.76352668426296,100,feed
U00132,2025-06-29 07:55:17,-7.241461500336976,112.60201547196371,31,feed
U00552,2025-06-29 16:49:51,-7.120646625872508,112.65592628472847,18,payment
U00575,2025-06-02 11:52:06,-7.099134826506834,112.82065696166936,27,history
U00257,2025-06-17 18:56:13,-7.316632886229707,112.82725079422299,70,cart
U00634,2025-06-25 22:06:08,-7.064470518796914,112.7668973742664,27,feed
U00259,2025-06-23 12:00:41,-7.087404372453319,112.55114987206609,15,feed
U00014,2025-06-18 04:25:03,-7.168637946239096,112.68017907697259,18,cart
U00390,2025-06-05 06:54:18,-7.0527728540786825,112.79867473801438,42,feed
U00183,2025-06-04 22:55:35,-7.130808517636336,112.65755746499974,65,feed
U00086,2025-06-01 12:27:43,-7.305917635806584,112.73401566149454,34,cart
U00620,2025-06-11 05:18:39,-7.325521946570646,112.70027518681582,5,feed
U00719,2025-06-08 19:58:05,-7.220561783255418,112.55469194006712,39,feed
U00375,2025-06-25 07:22:39,-7.099086213932467,112.76002945405166,100,feed
U00003,2025-06-28 10:54:19,-7.060975701222967,112.75236331165657,53,feed
U00618,2025-06-21 11:48:13,-7.219778494458854,112.59681977931503,35,feed
U00421,2025-06-25 05:24:35,-7.327613778725542,112.7828716000134,66,checkout
U00704,2025-06-26 15:18:51,-7.188620199605454,112.80424390097347,28,checkout
U00720,2025-06-14 04:28:45,-7.335483815052013,112.81049032971468,18,cart
U00615,2025-06-26 22:10:24,-7.107215842257878,112.82207207011822,69,feed
U00160,2025-06-22 14:06:37,-7.0644250289405806,112.71601497483964,26,cart
U00058,2025-06-11 05:25:28,-7.3420818365218175,112.68640335189798,99,cart
U00581,2025-06-07 02:22:52,-7.05440914331809,112.74235585147969,61,checkout
U00319,2025-06-27 10:11:08,-7.051053951491821,112.68658373795147,79,cart
U00080,2025-06-21 23:04:33,-7.187293770328281,112.64777213071197,76,feed
U00018,2025-06-23 23:28:08,-7.079526496518852,112.78157160054592,73,checkout
U00776,2025-06-09 17:43:48,-7.105532813512481,112.58754886717685,67,cart
U00302,2025-06-25 13:30:14,-7.0631614286262465,112.5811689258315,29,feed
U00562,2025-06-10 05:16:10,-7.3349421723568,112.63278015777901,76,feed
U00677,2025-06-06 17:07:39,-7.265499222768796,112.82778527455169,86,cart
U00179,2025-06-07 17:53:16,-7.2830478423187115,112.83890004639787,26,cart
U00725,2025-06-13 23:07:19,-7.12231649484157,112.67554022158792,38,feed
U00480,2025-06-14 06:03:34,-7.066624075152633,112.76731795079587,10,feed
U00762,2025-06-13 03:23:20,-7.215678292650761,112.63028146302972,54,feed
U00011,2025-06-21 16:02:24,-7.09657889447122,112.67365080589062,28,feed
U00455,2025-06-05 18:11:52,-7.1260470535729645,112.68237407447005,50,cart
U00490,2025-06-02 17:45:47,-7.213380808147285,112.70534951862561,78,feed
U00223,2025-06-06 22:05:07,-7.12834957099407,112.76044745303774,35,history
U00231,2025-06-26 10:13:57,-7.3323848209302405,112.81418513018512,24,feed
U00606,2025-06-22 22:25:17,-7.053934342194943,112.67568377466594,22,feed
U00455,2025-06-06 23:30:21,-7.327621875217512,112.68859235619111,96,feed
U00417,2025-06-01 17:54:53,-7.32870756359138,112.83231599065202,79,cart
U00716,2025-06-03 04:14:47,-7.07302541048602,112.55022699521554,47,feed
U00004,2025-06-25 20:40:14,-7.207240501601733,112.60019979172907,61,checkout
U00325,2025-06-21 11:56:03,-7.278589467163539,112.84547538340271,83,cart
U00327,2025-06-01 22:33:27,-7.122112706724397,112.55557484423984,13,checkout
U00300,2025-06-26 10:19:59,-7.119986942365355,112.77138483110774,75,feed
U00505,2025-06-22 12:55:20,-7.138313439190158,112.55239201452373,64,cart
U00096,2025-06-17 12:55:31,-7.232788904464071,112.73121185971706,86,feed
U00797,2025-06-07 23:52:59,-7.245213045159,112.82466746444032,46,feed
U00026,2025-06-29 03:33:11,-7.185599471296791,112.64314609252077,69,feed
U00459,2025-06-03 18:00:31,-7.210301431324348,112.62355764939728,69,feed
U00039,2025-06-10 07:28:28,-7.147736134032476,112.79183090024854,15,feed
U00668,2025-06-13 07:26:45,-7.255118164579024,112.77126493108119,28,feed
U00305,2025-06-09 09:41:59,-7.202154675052566,112.63261318343636,91,checkout
U00372,2025-06-01 03:08:53,-7.247519024930745,112.77392895298208,55,feed
U00581,2025-06-05 17:48:30,-7.160767362537113,112.73491001386233,43,cart
U00284,2025-06-11 01:00:54,-7.3454266212612955,112.6725720026847,96,checkout
U00075,2025-06-19 15:45:29,-7.0955116453041285,112.77538081484334,81,feed
U00568,2025-06-27 11:10:40,-7.2400468272312395,112.77695703973124,57,feed
U00108,2025-06-10 14:25:16,-7.060095604985352,112.75648717947142,72,feed
U00217,2025-06-26 18:28:37,-7.109278583833168,112.80858994114446,71,feed
U00137,2025-06-05 17:22:32,-7.246876186056625,112.59808321531293,43,feed
U00343,2025-06-06 18:36:13,-7.055355128887432,112.68367439917495,45,history
U00357,2025-06-12 07:08:33,-7.056657712049166,112.69582600360972,9,feed
U00498,2025-06-05 14:58:58,-7.177583389512883,112.67288967113308,39,cart
U00609,2025-06-13 23:11:18,-7.197124525544873,112.83454736678155,31,feed
U00187,2025-06-25 01:22:24,-7.149617525490442,112.61716508741101,98,cart
U00788,2025-06-01 02:28:05,-7.3200432461332765,112.84589986506606,78,feed
U00264,2025-06-15 11:47:46,-7.14720717262385,112.65743817468203,43,feed
U00664,2025-06-13 02:55:25,-7.231836502221947,112.71005468517185,99,checkout
U00556,2025-06-01 22:41:20,-7.213863578707786,112.60915391048802,92,cart
U00170,2025-06-14 01:24:19,-7.182743809748809,112.78169523320663,73,payment
U00484,2025-06-26 19:31:35,-7.107599535746336,112.70721118283394,33,cart
U00790,2025-06-18 07:20:39,-7.221568411036549,112.7846768087966,61,feed
U00659,2025-06-22 10:33:53,-7.346745651907657,112.6603410462268,19,cart
U00547,2025-06-19 10:39:33,-7.283147543407508,112.62589141062362,51,feed
U00682,2025-06-08 22:11:35,-7.182247499504177,112.68412798457918,31,cart
